Title,Company,Project Type,Location,Contract Value,Date Published,Source URL,Description
Max Healthcare Institute Ltd - 543220 - Business Responsibility and Sustainability Reporting (BRSR),Max Healthcare Institute Ltd,Transportation - Port,Haryana,Not specified,2024-08-26,http://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=486b984d-736b-4b0c-a90a-2db19b824704.pdf," 
  
 
Max Healthcare Institute Limited  
Corp Office: 2nd Floor, Capital Cyberscape,  
Sector - 59, Golf Course Extension Road,  
Gurugram - 122102, Haryana  
T: +91 -124-620 7777  
 
www.maxhealthcare.in  Max Healthcare Institute Limited  
Regd. Office: 401, 4th Floor, Man Excellenza, S. V. Road,  
Vile Parle (West), Mumbai, Maharashtra - 400 056  
T: +91 -22 2610 0461/62  
E: secretarial@maxhealthcare.com, investors@maxhealthcare.com  
 
(CIN: L72200MH2001PLC322854)  
 
 
August 26, 2024 
 
Listing Department , 
National Stock Exchange of India Limited  
Exchange Plaza, Plot C -1, Block G,  
Bandra Kurla Complex, Bandra (E),  
Mumbai – 400 051  
 
Symbol: MAXHEALTH  Listing Department,  
BSE Limited  
Phiroze Jeejeebhoy Towers,  
Dalal Street,  
Mumbai – 400 001  
 
Scrip Code: 543220  
 
Sub.:  Business Responsibility and Sustainability Report for the financial year 2023 -24 
Ref.:  Regulation 30 and 34 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015"
Fischer Medical Ventures Ltd - 524743 - Business Responsibility and Sustainability Reporting (BRSR),Fischer Medical Ventures Ltd,Transportation - Port,Maharashtra,Not specified,2024-08-26,http://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=db7a4d58-9b22-4ff0-a017-db01878ad655.pdf,"                                       
Registered Office Address 104, First Floor Raghuleela Mega  Mall,  Behind  
Poisar  Depot, Kandivali West Mumbai, Maharashtra, 400067  
CIN L24231MH1993PLC288371  
                         Email: cs@fischermv.com  | fischerchemicltd@gmail.com l Website: www.fischerchemic.in  
 
 
 
 
 
 
 
 
 
Corporate Office: Level 5, Prestige Palladium Bayan, No. 129 -140 Greams Road, Chennai, Tamil Nadu, 600006  
 
Plant: Survey No. 480/2 AP Medtech Zone, Nadupura Village, Pedagantyadu Mandal, Visakhapatnam, 530032  
 
 
August  26, 202 4 
                                                                                                               
 
To 
 
BSE Limited  
P J Towers,  
Dalal Street,  
Fort Mumbai -400001  
Scrip Code: 524743  
  
  
 
 
Dear Sir/ Madam,  
 
Sub: Business Responsibility and Sustainability Report (BRSR)  
 
Please find enclosed the Business Responsibility and Sustainability Report of the Company for  
the Financial Year 2023 -24"
Shilpa Medicare Ltd - 530549 - Business Responsibility and Sustainability Reporting (BRSR),Shilpa Medicare Ltd,Transportation - Port,Karnataka,Not specified,2024-08-26,http://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e1e47da0-2ee5-48db-a692-61d297f9118f.pdf," 
 
Shilpa Medicare Limited  
Corporate & Admin Office:  
“Shilpa House”, # 12 -6-214/A -1, Hyderabad Road,  
Raichur – 584 135, Karnataka, India  
Tel: +91 -8532 -238704, Fax: +91 -8532 -238876  
Email: info@vbshilpa.com, Web: www.vbshilpa.com  
CIN: L85110KA1987PLC008739   
  Date: 26 August, 2024  
  To, 
 
Corporate Relationship Department,  
BSE Limited  
Phiroze Jeejeebhoy Towers,  
Dalal Street, Fort,  
Mumbai -400 001   
National Stock Exchange of India Ltd.  
Exchange Plaza, 5th Floor,   
Plot No. C/1, G Block  
Bandra Kurla Complex, Bandra (E)  
Mumbai -400 051  
 
 
Stock Code: NSE: SHILPAMED/BSE -530549  
 
Dear Sir/Madam,  
 
Sub:  Business  Responsibility  and Sustainability  Report  for the FY 2023 -24 
 
Pursuant  to regulation  34(2)  (f) of Securities  and Exchange  Board  of India  (Listing  Obligations  and Disclosure
Requirements)  Regulations,  2015,  please  find enclosed  copy  of Business  Responsibility  and Sustainability 
Report  (BRSR)  for the FY 2023 -24 "
Subros Ltd - 517168 - Business Responsibility and Sustainability Reporting (BRSR),Subros Ltd,Transportation - Port,Delhi,Not specified,2024-08-26,http://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=61888cf6-fcd4-4892-88db-1593bdd97ebc.pdf," 
 
 
 
SUBROS LIMITED 
Corporate & Registered Office: LGF, World Trade Centre, Barakhamba Lane, New Delhi 110001 (India). 
Website: www.subros.com I CIN: L74899DL1985PLC020134
 
 
  
 SL/BSE/NSE/2024- 25/                                                                                                                          
 
 
 
 
 
 
 
 
 
 
 
 
Dear Sir/Madam, 
 
Sub:    Business Responsibility and sustainability Report for the financial year 2023
 
Pursuant to Regulation 34(2)(f) of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 
(“Listing Regulations”), we are enclosing the Business Respons
which also forms a part of our Annual Report for the financial year 2023
 
We request you to kindly take the same on record.
 
Thanking you, 
 
Yours faithfully, 
For SUBROS LIMITED 
 
 
 
 
Kamal Samtani 
Company Secretary  
 
 
 The Manager, 
Listing Department, 
National Stock Exchange of India Ltd.,
‘Exchange Plaza’ C-1 , Block G, 
Bandra-Kurla Complex, Bandr"
Ramsons Projects Ltd - 530925 - Book Closure For The Purpose Of Upcoming Annual General Meeting For The Financial Year 2023-2024.,Ramsons Projects Ltd,General Project,Haryana,Not specified,2024-08-26,http://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b9b5d460-6bcb-4b97-ab20-94068389ce34.pdf,"                                                                                            
 
 
 
                                                                                                 CIN: L74899DL1994PLC063708  
Corp. Office: Unit 501, 05 th  Floor, SAS Tower, Tower-B,  
Sector- 38, Gurugram – 122001, Haryana 
Phone: +91 124 4679000  
Email: corprelations@ramsonsprojects.com 
Website: www.ramsonsprojects.com 
___________________________________________________ _______________________________ 
      Regd. Office: 201, Empire Apartments, First Fl oor, Sultanpur, M.G. Road, Gadaipur, New Delhi - 11 0030  
Ref. RPL/2024/148                                                       August 26, 2024 
 
To, 
BSE Limited  
25 th  Floor, Phiroze Jeejeebhoy Towers 
Dalal Street, Mumbai 400 001  
 
Dear Sir/Ma’am , 
 
Sub: Notice of the 30 th  Annual General Meeting of the Company and Closure of Register 
of Members and Share Transfer Books/ Fixing of Reco rd Date. 
 
Ref: Regulation 42 o"
Ramsons Projects Ltd - 530925 - Record Date For The Purpose Of Upcoming Annual General Meeting For The Financial Year 2023-2024.,Ramsons Projects Ltd,General Project,Haryana,Not specified,2024-08-26,http://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=024b1c01-938f-466f-82a1-8479fcbe0c33.pdf,"                                                                                            
 
 
 
                                                                                                 CIN: L74899DL1994PLC063708  
Corp. Office: Unit 501, 05 th  Floor, SAS Tower, Tower-B,  
Sector- 38, Gurugram – 122001, Haryana 
Phone: +91 124 4679000  
Email: corprelations@ramsonsprojects.com 
Website: www.ramsonsprojects.com 
___________________________________________________ _______________________________ 
      Regd. Office: 201, Empire Apartments, First Fl oor, Sultanpur, M.G. Road, Gadaipur, New Delhi - 11 0030  
Ref. RPL/2024/148                                                       August 26, 2024 
 
To, 
BSE Limited  
25 th  Floor, Phiroze Jeejeebhoy Towers 
Dalal Street, Mumbai 400 001  
 
Dear Sir/Ma’am , 
 
Sub: Notice of the 30 th  Annual General Meeting of the Company and Closure of Register 
of Members and Share Transfer Books/ Fixing of Reco rd Date. 
 
Ref: Regulation 42 o"
Digital Fibre Infrastructure Trust - 543859 - Reg 23(5)(g): Outcome of Unitholder meetings,Digital Fibre Infrastructure Trust,Infrastructure,Mumbai,Not specified,2024-07-26,http://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=14404d90-2833-4813-951d-4e1c0c28350b.pdf," 
 
July 2 6, 2024 
                                                                                                      BSE Limited  
Phiroze Jeejeebhoy Towers,  
Dalal Street,  
Mumbai 400 001  Security Code: 543859  
Symbol: DIGIFIBRE  
 Dear Sir s, 
 Sub:  Proceedings of the Fourth  Annual General Meeting of the Unitholders  of Digital Fibre 
Infrastructure Trust  
 
We, Infinite India Investment Management Limited, the investment manager of Digital Fibre 
Infrastructure Trust (the “Trust ”), hereby submit the details regar ding the proceedings, voting 
results of the business transacted at the Fourth  Annual General Meeting held today i.e. July 26, 
2024, through video conferencing, in accordance with the provisions of the Securities and Exchange Board of India (Infrastructure Investment Trusts) Regulations, 2014 read with applicable circulars and guidelines issued thereunder.  In this regard we are enclosing the following: 
 
1. Summary of proceedings of the AGM (Annexure A)  
2"
Intelligent Supply Chain Infrastructure Trust - 544005 - Reg 23(5)(g): Outcome of Unitholder meetings,Intelligent Supply Chain Infrastructure Trust,Infrastructure,Mumbai,Not specified,2024-07-26,http://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7e213f3c-c8f0-40ab-81f9-170b601fd25f.pdf," 
 
July 2 6, 2024  
                                                                                                      BSE Limited  
Phiroze Jeejeebhoy Towers,  
Dalal Street,  
Mumbai 400 001  Security Code: 544005  
Symbol: ISCITRUST  
 Dear Sir s, 
 Sub:  Proceedings of the First  Annual General Meeting of Intelligent Supply Chain 
Infrastructure Trust  
 
We, Infinite India Investment Management Limited, the investment manager of Intelligent Supply 
Chain Infrastructure Trust ( the “Trust ”), hereby submit the details regar ding the proceedings, 
voting results of the business transacted at the First  Annual General Meeting held today i.e. July 
26, 2024, through video conferencing, in accordance with the provisions of the Securities and Exchange Board of India (Inf rastructure Investment Trusts) Regulations, 2014 read with circulars 
and guidelines issued thereunder.  
 In this regard we are enclosing the following:  
 
1. Summary of proceedings of the AGM (Annexure A)  
2. Vo"
IKIO Lighting Ltd - 543923 - Business Responsibility and Sustainability Reporting (BRSR),IKIO Lighting Ltd,Transportation - Port,Delhi,Not specified,2024-07-26,http://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e8b38233-e7a1-4e7c-a88e-3fbaeaf94fdd.pdf,"IKIO LIGHTING LIMITED (Formerly known as IKiO LIGHTING Pvt. Ltd.) 
(GIN.:L341401DL2070PLC24. #34) <¢ 
N { ) 
""4 I< | Regd. Office: Corp. Office : Works: 
Q 411, Arunachal Building, Q D-234, Sector-63 Q Plot no. 102,Sector-07, IIE, 
Innovations Only. 19 Barakhamba Road, Noida 201301 (U.P.) Sidcul Haridwar,249403 
Cannaught Place New Delhi-110001 India 
Date: - 26 July, 2024 
To, — To, 
Listing Operation Department, Listing Compliance Department, 
BSE Limited National Stock Exchange of India Limited, 
20th Floor, Phiroze Jeejeebhoy Towers 05th Floor, Exchange Plaza, C-1, Block G, 
Dalal Street, Mumbai- 400 001 Bandra Kurla Complex, Bandra (E), 
Scrip Code: - 543923 Mumbai — 400051 
Symbol: - IKIO 
Sub: Submission of Business Responsibility & Sustainability Report for FY 2023-24 
Pursuant to Regulation 30 and 34 of SEBI (Listing Obligation and Disclosure Requirement) 
Regulations, 2015, please find enclosed herewith the Business Responsibility & Sustainability 
Report of the Company for t"
Themis Medicare Ltd - 530199 - Business Responsibility and Sustainability Reporting (BRSR),Themis Medicare Ltd,Transportation - Port,Gujarat,Not specified,2024-06-25,http://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9b23651f-6f1c-4c32-b473-744fb1ad7061.pdf,"2023   2024
51
SECTION A: GENERAL DISCLOSURES
I. DETAILS OF THE LISTED ENTITY:
1 Corporate Identity Number (CIN) of the Company L24110GJ1969PLC001590
2 Name of the Company THEMIS MEDICARE LIMITED
3 Year of incorporation 1969
4 Registered address Plot No 69-A, GIDC Industrial Estate, Vapi - 396 
195, Dist- Valsad, Gujarat.
5 Corporate address 11/12 Udyog Nagar, S.V Road, Goregaon West, Mumbai – 400 104.
6 Website
www.themismedicare.com
7 Telephone No. 022-67607080
8 E-mail id themis@themismedicare.com
9 Financial year for which reporting is being done 2023-24
10 Name of the Stock Exchange(s) where shares are listed • BSE Limited - Stock Code 530199
• National Stock Exchange of India Limited
Stock Code - THEMISMED
11 Paid-up Capital Rs. 9,20,40,120/-
12 Name and contact details (telephone, email address) of the 
person who may be contacted in case of any queries on the BRSR reportMr. Sangameshwar IyerCompany Secretary & Compliance OfficerThemis Medicare Ltd.11/12 Udyog Nagar, S.V. Road, "
Onward Technologies Ltd - 517536 - Business Responsibility and Sustainability Reporting (BRSR),Onward Technologies Ltd,Transportation - Port,Mumbai,Not specified,2024-06-25,http://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=20079c88-17ee-4a99-ad2f-70d8f0d8117e.pdf," 
Regd. address. : 2nd floor, Sterling Centre, Dr. A.B. Ro ad, Worli, Mumbai 400018. Tel: +91 22 24926570  
CIN: L28920MH1991PLC062542  | email:  info@onwardgroup.com   | website : www.onwardgroup.com   
 
 
Mumbai | Pune | Chennai | Bengaluru |  Hyderabad | Chicago | Detroit |  London |  Frankfurt | Amsterdam  | Toronto  
  
Ref No.: OTL/Secretarial/SE/2024 -25/22 
 
Date: June 25, 2024  
 
To,  
         
Bombay Stock Exchange Limited  
Phiroz Jeejeebhoy Towers,  
Dalal Street, Mumbai – 400023  
 National Stock Exchange of India Ltd.,  
Plot No. C/1 'G' Block  
Bandra – Kurla Complex  
Bandra East, Mumbai 400051  
 
Ref: Scrip Code - BSE:  517536 NSE: ONWARDTEC  
 
Subject: Submission of Business Responsibility and Sustainability Report for Financial Year (FY) 
2023- 24 
 
Dear Sir/Madam,  
 
Pursuant to Regulation 34(2)(f) of the Securities and Exchange Board of India (Listing Obligations and 
Disclosure Requirements) Regulations, 2015, we are submitting herewith the Business Respo"
Adani Ports and Special Economic Zone Ltd - 532921 - Change In Senior Management Personnel Of The Company,Adani Ports and Special Economic Zone Ltd,Transportation - Port,Gujarat,Not specified,2024-06-25,http://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1051ed41-cf3b-46e0-8cf2-32cdb402f6d1.pdf,"Registered Office: Adani Co rporate House, Shantigram,  Nr. Vaishno  Devi Circle, S. G. Highway, Khodiyar, Ahmedabad  - 382421, Gujarat, India  Tel +91  79 2555 4444 
Fax +91 79 2555 7177 
Investor.apsezl@adani.com 
www.adaniports.com Adani Ports and  Special Economic  Zone Ltd  
Adani Corporate House, Shantigram, 
Nr.  Vaishno Devi Circle, S. G. Highway, 
Khodiyar, Ahmedabad - 382421 
Gujarat, India 
CIN: L63090GJ1998PLC034182  
 
Ref No: APSEZL/SECT/2024-25/37 
 
June 25, 2024 
 
BSE Limited 
Floor 25, P J Towers, 
Dalal Street, 
Mumbai – 400 001 National Stock Exchange of India Limited 
Exchange Plaza,  
Bandra Kurla Complex, 
Bandra (E), Mumbai – 400 051 
Scrip Code: 532921  Scrip Code: ADANIPORTS 
 
Sub.: Change in Senior Management Pe rsonnel of the Company -Disclosure under  
Regulation 30 of the SEBI  (Listing Obligations and Disclosure Requirements) 
Regulations, 2015. 
 
Dear Sir/Madam, 
 
Pursuant to Regulation 30 of SEBI (Listing Obligations and Disclosure 
Requirements) Re"
"Jubilant Pharmova Ltd - 530019 - Jubilant Pharmova Announces Completion Of USFDA Audit Of Radiopharmaceuticals Manufacturing Facility At Montreal, Canada",Jubilant Pharmova Ltd,Manufacturing,Mumbai,Not specified,2024-04-24,http://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=70bb9cf0-9edc-415f-a20a-4f992f416c1c.pdf,"  April 24, 2024  
BSE Limited  
Floor 25, P. J. Towers  
Dalal Street,  
Mumbai - 400 001 
  Scrip Code: 530019  The National Stock Exchange of India Limited  
Exchange Plaza  
Bandra Kurla Complex, Bandra (E)  
Mumbai - 400 051 
Symbol: JUBLPHARMA  
D
ear Sirs,  
We enclose a communication p ursuant to Provisions of Regulation 30 of Securities and Exchange Board 
of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 .   
Th
e Company has receiv ed communication from USFDA at 1.30 a m (IST) on April 24, 2024.  
W
e request you to take the same on record.  
T
hanking you,  
Yours faithfully,  
For Jubilant Pharmova Limited 
N
aresh Kapoor  
Company Secretary  
Encl.: As above  
 
 
 
 
 
 
 
 
Jubilant Pharmova announces completion of USFDA audit of 
Radiopharmaceuticals manufacturing facility at Montreal, Canada  
  
Noida , April  24, 2024 , Jubilant Pharmova Limited today announced that the United States Food and Drug 
Administration ( USFDA ) has concluded au"
CERC Approves Interim Tariff Of ?3.62/kWh For DVC’s 8 MW Solar Project In West Bengal,Damodar Valley Corporation (DVC),"Energy & Power, Solar Project","West Bengal, India",,2025-03-25,https://www.biddetail.com/procurement-news/epc-contract,"The Central Electricity Regulatory Commission (CERC) issued an order on March 20, 2025, regarding petition filed by the Damodar Valley Corporation (DVC). The petition sought the determination of a project."
Afcons Gets Environmental Nod for Raghavpur Dam Project in Madhya Pradesh.,Afcons Infrastructure Limited,Dam,"Dindori district, Madhya Pradesh",,2025-04-06,https://newsonprojects.com,Afcons Infrastructure Limited has received environmental clearance for the Raghavpur Multipurpose Project.
"BHEL Secures Contract for ±800 kV, 6000 MW Bhadla-Fatehpur HVDC Terminal and AC Transmission.",Bharat Heavy Electricals Limited (BHEL),Transmission,Rajasthan,,2025-04-06,https://newsonprojects.com,"Bharat Heavy Electricals Limited (BHEL), in partnership with Hitachi Energy India Limited, has signed a contract with Rajasthan Part I for HVDC Terminal and AC Transmission."
CMRL Awards Phase II Operation & Maintenance Contract to Delhi Metro Rail Corporation,Delhi Metro Rail Corporation,Metro,Chennai,,2025-04-06,https://newsonprojects.com,Chennai Metro Rail Limited (CMRL) has awarded the operation and maintenance contract for its Phase II network to Delhi Metro Rail Corporation.
Sir Ganga Ram Hospital expansion planned in New Delhi,Sir Ganga Ram Hospital,Hospital,New Delhi,,2025-04-05,https://projectxindia.com,Expansion planned for Sir Ganga Ram Hospital in New Delhi.
"Greenlam Industries plans resin manufacturing unit in Sabarkantha, Gujarat",Greenlam Industries,Manufacturing Plant,"Sabarkantha, Gujarat",,2025-04-03,https://projectxindia.com,"Greenlam Industries proposes to establish a resin manufacturing plant within its existing laminate facility at Sabarkantha, Gujarat."
AM/NS India to commission 2 million tonne cold rolling mill in Gujarat,AM/NS India,Cold Rolling Mill,"Hazira, Gujarat",,2025-03-30,https://projectxindia.com,"AM/NS India is set to commission its 2 million tonne auto-focused cold rolling mill (CRM) in Hazira, Gujarat."
Wipro’s IT center expansion at Gopanapally,Wipro Limited,IT Center,"Gopanapally, Hyderabad",,2025-03-28,https://projectxindia.com,"Wipro Limited is expanding its campus in Gopanapally, Hyderabad, with a new IT center expected to be completed"
EcoBox Industrial Parks acquires 50 acres for logistics project in Chennai,EcoBox Industrial Parks,Logistics Project,"Mannur, Chennai",,2025-03-26,https://projectxindia.com,"EcoBox Industrial Parks, an arm of Alta Capitals Logicap Advisors, has acquired 50 acres in Mannur, Chennai, for a logistics project."
"India's First Hydrogen Train begins trials, marking a New Era in sustainable Rail Travel",Indian Railways,Railway,India,,2025-03-17,https://metrorailtoday.com,"India's first hydrogen train begins trials, marking a new era in sustainable rail travel. This project would require steel for the train and potentially for supporting infrastructure."
DRA Infracon Awarded Guwahati Ring Road’s Construction Contract,Dineshchandra R Agrawal Infracon Pvt. Ltd (DRAIPL),Ring Road,"Guwahati, Assam","Rs. 5,729 crore",2025-04-06,https://themetrorailguy.com,DRA Infracon was awarded the construction contract for the 121 km Guwahati Ring Road project.
Godrej & SSCONS Awarded Delhi Metro Golden Line’s Architectural Finishing Contracts,Godrej & Boyce Mfg. Co. Ltd. and SS.SS. Constructions Pvt. Ltd. (SSCONS),Metro,Delhi,,2025-04-04,https://themetrorailguy.com,Godrej & Boyce and SSCONS were awarded contracts for architectural finishing of Delhi Metro's Golden Line.
DMRC Awarded Chennai Metro Phase 2’s Operations & Maintenance Contract,Delhi Metro Rail Corporation (DMRC),Metro,Chennai,Rs. 5870 crore,2025-04-03,https://themetrorailguy.com,DMRC was awarded the operations & maintenance contract for Chennai Metro Phase 2.
Nagpur Metro Phase 2: KPIL & GRIL Cast 1st Segments for Packages C-11 & C-02,Kalpataru Projects International Ltd. (KPIL) and GR Infraprojects Ltd. (GRIL),Metro,Nagpur,,2025-03-30,https://themetrorailguy.com,KPIL and GRIL cast the first segments for Nagpur Metro Phase 2 packages C-11 & C-02.
Bangalore Metro: BEML to Supply 42 Additional Coaches for Pink Line,BEML,Metro,Bangalore,,2025-03-29,https://themetrorailguy.com,BEML will supply 42 additional coaches for Bangalore Metro's Pink Line.
Titagarh Wins Mumbai Metro Line-6’s 108 Coach & Signaling Contract CA-232,Titagarh Rail Systems,Metro,Mumbai,,2025-03-29,https://themetrorailguy.com,Titagarh Rail Systems won the contract to supply 108 coaches and signaling for Mumbai Metro Line-6.
KPIL’s Kanpur Metro TBM Parvati Starts Tunneling from Rawatpur,Kalpataru Projects International Ltd. (KPIL),Metro,Kanpur,,2025-03-27,https://themetrorailguy.com,KPIL's Kanpur Metro TBM Parvati starts tunneling from Rawatpur.
Paras Wins Delhi Metro Golden Line’s Track Work Contract DT-10R,Paras Railtech,Metro,Delhi,Rs. 125.37 crore,2025-03-19,https://themetrorailguy.com,Paras Railtech won a contract for track work on Delhi Metro's Golden Line.
"BHEL-Hitachi Energy Consortium wins contract for 6,000-MW transmission project",BHEL-Hitachi Energy Consortium,transmission project,India,,2025-04-04,https://www.projectstoday.com,"BHEL-Hitachi Energy Consortium wins contract for 6,000-MW transmission project."
PG Electroplast to set up air conditioning compressor plant with Rs 350-cr outlay,PG Electroplast,Manufacturing Plant,India,Rs 350-cr,2025-04-04,https://www.projectstoday.com,PG Electroplast to set up air conditioning compressor plant with Rs 350-cr outlay.
"PFC approves Rs 3,517-cr loan for Chhattisgarh East Rail Corridor Project",PFC,Rail Corridor,Chhattisgarh,"Rs 3,517-cr",2025-04-04,https://www.projectstoday.com,"PFC approves Rs 3,517-cr loan for Chhattisgarh East Rail Corridor Project."
"Trinity to invest Rs 1,200-cr in luxury housing project in Gurugram",Trinity,housing project,Gurugram,"Rs 1,200-cr",2025-04-04,https://www.projectstoday.com,"Trinity to invest Rs 1,200-cr in luxury housing project in Gurugram."
Andhra Pradesh Cabinet's nod for Rs 1.35 lakh-cr ArcelorMittal Nippon steel plant,ArcelorMittal Nippon,steel plant,Andhra Pradesh,Rs 1.35 lakh-cr,2025-04-04,https://www.projectstoday.com,Andhra Pradesh Cabinet's nod for Rs 1.35 lakh-cr ArcelorMittal Nippon steel plant.
"Tata Advanced Systems acquires 7.4 lakh sq. ft. land in Karnataka, expands aerospace footprint",Tata Advanced Systems,aerospace,Karnataka,,2025-04-04,https://www.projectstoday.com,"Tata Advanced Systems acquires 7.4 lakh sq. ft. land in Karnataka, expands aerospace footprint"
"NCC shares jump 6% on Rs 2,130 crore Amaravati infrastructure contract win",NCC,infrastructure,"Amaravati, Andhra Pradesh","Rs 2,130 crore",2025-03-23,https://www.google.com/search?q=latest Infrastructure contract wins+contract+win+india&tbm=nws&tbs=qdr:m,NCC received a Rs 2129.60 crore infrastructure contract from APCRDA for work in Amaravati. The project will be executed over five years.
"NCC share price: Stock gains 5% on ₹2,129.60 crore Amaravati infrastructure contract win",NCC,infrastructure,"Amaravati, Andhra Pradesh","₹2,129.60 crore",2025-03-23,https://www.google.com/search?q=latest Infrastructure contract wins+contract+win+india&tbm=nws&tbs=qdr:m,NCC secured a contract for infrastructure development in Amaravati. The project will be executed over five years.
Ceigall India gains on bagging Rs 923 crore NHAI contract for southern Ludhiana Bypass,Ceigall India,highway,"Ludhiana, Punjab",Rs 923 crore,2025-03-17,https://www.google.com/search?q=latest Infrastructure contract wins+contract+win+india&tbm=nws&tbs=qdr:m,Ceigall India received a letter of award (LOA) from the National Highways Authority of India (NHAI) for the southern Ludhiana Bypass.
RITES Wins $3.4 Million High-Speed Rail Survey Contract,RITES,railway,India,$3.4 Million,2025-03-10,https://www.google.com/search?q=latest Infrastructure contract wins+contract+win+india&tbm=nws&tbs=qdr:m,RITES won a high-speed rail survey contract.
"Dilip Buildcon shares surge 6% after securing ₹2,631 crore BSNL Contract",Dilip Buildcon,infrastructure,India,"₹2,631 crore",2025-03-31,https://www.google.com/search?q=latest Infrastructure contract wins+contract+win+india&tbm=nws&tbs=qdr:m,Dilip Buildcon Ltd secured a ₹2631.14 crore contract from BSNL for the BharatNet Phase-III project.
"IRCON International Share Price Movement Following ₹1,096 Crore EPC Contract Win",IRCON International,infrastructure,Meghalaya,"₹1,096 crore",2025-03-17,https://www.google.com/search?q=latest Infrastructure contract wins+contract+win+india&tbm=nws&tbs=qdr:m,IRCON International secured a ₹1096 crore EPC contract in Meghalaya.
NBCC bags Rs 650 crore infra projects in Uttarakhand and Delhi,NBCC,infrastructure,Uttarakhand and Delhi,Rs 650 crore,2025-03-31,https://www.google.com/search?q=latest Infrastructure contract wins+contract+win+india&tbm=nws&tbs=qdr:m,NBCC has won the contracts from UIIDB and C-DOT.
NBCC India shares rise over 2% after new Rs 45 crore PMC contract,NBCC (India),Infrastructure Development,Wardha,Rs 44.62 crore,2025-03-17,https://www.google.com/search?q=latest Port development contract wins+contract+win+india&tbm=nws&tbs=qdr:m,"NBCC (India) secured a PMC contract for infrastructure development at MGIRI, Wardha."
RVNL Share Price Increases By 3% Following NHAI Project Win,RVNL,Highway,Andhra Pradesh,₹554.64 crore,2025-03-17,https://www.google.com/search?q=latest Port development contract wins+contract+win+india&tbm=nws&tbs=qdr:m,RVNL secured a ₹554.64 crore contract from NHAI for a six-lane road project in Andhra Pradesh.
"GR Infraprojects wins ₹4,263-crore NHAI contract for Agra-Gwalior highway project",GR Infraprojects,Highway,"Uttar Pradesh, Rajasthan, and Madhya Pradesh","₹4,263 crore",2025-03-17,https://www.google.com/search?q=latest Highway contract wins+contract+win+india&tbm=nws&tbs=qdr:m,Construction and improvement of the Agra-Gwalior greenfield road.
"G R Infraprojects shares zoom 11% as NHAI awards ₹4,263 crore Agra-Gwalior highway contract",G R Infraprojects,Highway,Agra-Gwalior,"₹4,263 crore",2025-03-24,https://www.google.com/search?q=latest Highway contract wins+contract+win+india&tbm=nws&tbs=qdr:m,Six-lane Agra-Gwalior highway project.
85cr tender to maintain coastal road for 5 years,BMC,Road,Mumbai,Rs 85 crore,2025-03-10,https://www.google.com/search?q=latest Highway contract wins+contract+win+india&tbm=nws&tbs=qdr:m,BMC has issued a tender worth Rs 85 crore for coastal road's operation and maintenance for five years.
Ceigall India bags ₹923 crore NHAI contract for southern Ludhiana Bypass,Ceigall India,Highway,Ludhiana,₹923 crore,2025-03-17,https://www.google.com/search?q=latest Highway contract wins+contract+win+india&tbm=nws&tbs=qdr:m,NHAI contract for the southern Ludhiana Bypass.
RVNL shares rise 2% as company secures Rs 554 crore highway project,RVNL,Highway,Andhra Pradesh,Rs 554 crore,2025-03-24,https://www.google.com/search?q=latest Highway contract wins+contract+win+india&tbm=nws&tbs=qdr:m,Construction of a six-lane access-controlled road connecting to the Visakhapatnam Port.
"Hindustan Construction-Tata Projects JV wins Rs 2,470 cr contract from Tata Power",Hindustan Construction Company (HCC) and Tata Projects (TPL),Power,India,"Rs 2,470 cr",2025-03-20,https://www.google.com/search?q=latest Highway contract wins+contract+win+india&tbm=nws&tbs=qdr:m,Awarded a Rs 2470 crore contract by Tata Power Company.
"IRCON-BRC joint venture wins ₹1,096 crore EPC contract for new Shillong secretariat",IRCON-BRC joint venture,Secretariat Complex Construction,"Shillong, Meghalaya","₹1,096 crore",2025-03-17,https://www.google.com/search?q=latest EPC contract wins+contract+win+india&tbm=nws&tbs=qdr:m,"IRCON-BRC joint venture wins EPC contract for constructing a new Secretariat Complex, including campus infrastructure, in New Shillong City."
